Symbol: 10000000AIDOGEUSDT, Bid 1 Price: 0.003487, Bid 1 Size: 90800, Ask 1 Price: 0.003488, Ask 1 Size: 148200, Last Price: 0.003487, Previous Price 24h: 0.003656, Price Change % 24h: -0.046225, High Price 24h: 0.004446, Low Price 24h: 0.002762, Turnover 24h: 95965750.1041, Volume 24h: 26875704600.0000, USD Index Price: 
Symbol: SUIUSDT, Bid 1 Price: 3.47900, Bid 1 Size: 120, Ask 1 Price: 3.55160, Ask 1 Size: 8160, Last Price: 3.62400, Previous Price 24h: 3.14960, Price Change % 24h: 0.150622, High Price 24h: 3.78070, Low Price 24h: 2.77180, Turnover 24h: 73995964.7770, Volume 24h: 23048780.0000, USD Index Price: 
Symbol: SUNDOGUSDT, Bid 1 Price: 0.13474, Bid 1 Size: 12046, Ask 1 Price: 0.13478, Ask 1 Size: 2384, Last Price: 0.12462, Previous Price 24h: 0.13734, Price Change % 24h: -0.092616, High Price 24h: 0.16792, Low Price 24h: 0.11058, Turnover 24h: 95556072.8679, Volume 24h: 687787085.0000, USD Index Price: 
Symbol: SUNUSDT, Bid 1 Price: 0.019917, Bid 1 Size: 17300, Ask 1 Price: 0.019922, Ask 1 Size: 21400, Last Price: 0.021044, Previous Price 24h: 0.020992, Price Change % 24h: 0.002477, High Price 24h: 0.027429, Low Price 24h: 0.016710, Turnover 24h: 93624646.9914, Volume 24h: 4333530990.0000, USD Index Price: 
Symbol: SUPERUSDT, Bid 1 Price: 1.1623, Bid 1 Size: 379, Ask 1 Price: 1.1624, Ask 1 Size: 2475, Last Price: 1.2093, Previous Price 24h: 1.2719, Price Change % 24h: -0.049217, High Price 24h: 1.5110, Low Price 24h: 0.9794, Turnover 24h: 43124786.2731, Volume 24h: 34907672.0000, USD Index Price: 
Symbol: SUSHIUSDT, Bid 1 Price: 1.1022, Bid 1 Size: 3074.4, Ask 1 Price: 1.1030, Ask 1 Size: 296.1, Last Price: 1.1022, Previous Price 24h: 1.0502, Price Change % 24h: 0.049514, High Price 24h: 1.2877, Low Price 24h: 0.8211, Turnover 24h: 98598465.0373, Volume 24h: 93071682.6000, USD Index Price: 
Symbol: SWEATUSDT, Bid 1 Price: 0.007677, Bid 1 Size: 54010, Ask 1 Price: 0.007678, Ask 1 Size: 429230, Last Price: 0.007678, Previous Price 24h: 0.008001, Price Change % 24h: -0.040369, High Price 24h: 0.011008, Low Price 24h: 0.006566, Turnover 24h: 96109058.8829, Volume 24h: 11349151300.0000, USD Index Price: 
Symbol: SWELLUSDT, Bid 1 Price: 0.03819, Bid 1 Size: 614940, Ask 1 Price: 0.03904, Ask 1 Size: 610210, Last Price: 0.03904, Previous Price 24h: 0.03904, Price Change % 24h: 0, High Price 24h: 0.03904, Low Price 24h: 0.03819, Turnover 24h: 54.0610, Volume 24h: 1400.0000, USD Index Price: 
Symbol: SXPUSDT, Bid 1 Price: 0.3719, Bid 1 Size: 11322.3, Ask 1 Price: 0.3720, Ask 1 Size: 13183.4, Last Price: 0.3720, Previous Price 24h: 0.4366, Price Change % 24h: -0.147961, High Price 24h: 0.4624, Low Price 24h: 0.2999, Turnover 24h: 96429927.8654, Volume 24h: 253346464.7000, USD Index Price: 
Symbol: SYNUSDT, Bid 1 Price: 0.5479, Bid 1 Size: 6858, Ask 1 Price: 0.5480, Ask 1 Size: 797, Last Price: 0.5479, Previous Price 24h: 0.5691, Price Change % 24h: -0.037251, High Price 24h: 0.6521, Low Price 24h: 0.4353, Turnover 24h: 96220664.0717, Volume 24h: 177881351.0000, USD Index Price: 
Symbol: SYSUSDT, Bid 1 Price: 0.1165, Bid 1 Size: 27817, Ask 1 Price: 0.1166, Ask 1 Size: 8900, Last Price: 0.1165, Previous Price 24h: 0.1254, Price Change % 24h: -0.070972, High Price 24h: 0.1542, Low Price 24h: 0.0994, Turnover 24h: 94907219.9738, Volume 24h: 765126305.0000, USD Index Price: 
Symbol: TAIKOUSDT, Bid 1 Price: 1.5818, Bid 1 Size: 273.1, Ask 1 Price: 1.5822, Ask 1 Size: 950.6, Last Price: 1.5898, Previous Price 24h: 1.6915, Price Change % 24h: -0.060124, High Price 24h: 2.1392, Low Price 24h: 1.3758, Turnover 24h: 94545368.6620, Volume 24h: 53672553.3000, USD Index Price: 
Symbol: TAIUSDT, Bid 1 Price: 0.22019, Bid 1 Size: 145059, Ask 1 Price: 0.27632, Ask 1 Size: 362, Last Price: 0.17838, Previous Price 24h: 0.17838, Price Change % 24h: 0, High Price 24h: 0.17838, Low Price 24h: 0.17838, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: TAOUSDT, Bid 1 Price: 551.30, Bid 1 Size: 0.719, Ask 1 Price: 551.31, Ask 1 Size: 0.698, Last Price: 551.30, Previous Price 24h: 536.57, Price Change % 24h: 0.027452, High Price 24h: 643.93, Low Price 24h: 415.44, Turnover 24h: 95964417.5104, Volume 24h: 181250.7980, USD Index Price: 
Symbol: TEST01SWELLUSDT, Bid 1 Price: 0.04520, Bid 1 Size: 204560, Ask 1 Price: 0.04544, Ask 1 Size: 696250, Last Price: 0.04544, Previous Price 24h: 0.04544, Price Change % 24h: 0, High Price 24h: 0.04544, Low Price 24h: 0.04544, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: THETAUSDT, Bid 1 Price: 1.8727, Bid 1 Size: 447.2, Ask 1 Price: 1.8728, Ask 1 Size: 380.0, Last Price: 1.8727, Previous Price 24h: 1.7929, Price Change % 24h: 0.044508, High Price 24h: 2.3016, Low Price 24h: 1.5359, Turnover 24h: 94452889.6275, Volume 24h: 50061858.0000, USD Index Price: 
Symbol: TIAPERP, Bid 1 Price: 7.796, Bid 1 Size: 238.82, Ask 1 Price: 7.811, Ask 1 Size: 48.60, Last Price: 7.796, Previous Price 24h: 7.283, Price Change % 24h: 0.070438, High Price 24h: 9.780, Low Price 24h: 5.992, Turnover 24h: 95564888.0903, Volume 24h: 12493340.7800, USD Index Price: 
Symbol: TIAUSDT, Bid 1 Price: 9.1170, Bid 1 Size: 237.1, Ask 1 Price: 9.3080, Ask 1 Size: 23146.3, Last Price: 9.4970, Previous Price 24h: 8.0940, Price Change % 24h: 0.173338, High Price 24h: 9.4970, Low Price 24h: 6.8170, Turnover 24h: 62097567.7270, Volume 24h: 7932616.2000, USD Index Price: 
Symbol: TLMUSDT, Bid 1 Price: 0.018729, Bid 1 Size: 8383346, Ask 1 Price: 0.016989, Ask 1 Size: 260666, Last Price: 0.018729, Previous Price 24h: 0.017838, Price Change % 24h: 0.049949, High Price 24h: 0.018729, Low Price 24h: 0.017838, Turnover 24h: 1390.7032, Volume 24h: 74254.0000, USD Index Price: 
Symbol: TOKENUSDT, Bid 1 Price: 0.05044, Bid 1 Size: 8290, Ask 1 Price: 0.05045, Ask 1 Size: 19870, Last Price: 0.05226, Previous Price 24h: 0.05765, Price Change % 24h: -0.093495, High Price 24h: 0.06896, Low Price 24h: 0.04206, Turnover 24h: 101478677.3743, Volume 24h: 1782430340.0000, USD Index Price: 
Symbol: TONPERP, Bid 1 Price: 5.2056, Bid 1 Size: 628.8, Ask 1 Price: 5.2062, Ask 1 Size: 91.9, Last Price: 5.0067, Previous Price 24h: 5.6687, Price Change % 24h: -0.116781, High Price 24h: 7.1864, Low Price 24h: 4.7554, Turnover 24h: 95406891.5185, Volume 24h: 15941922.7000, USD Index Price: 
Symbol: TRBUSDT, Bid 1 Price: 67.380, Bid 1 Size: 4.54, Ask 1 Price: 67.800, Ask 1 Size: 256.60, Last Price: 69.180, Previous Price 24h: 74.520, Price Change % 24h: -0.071658, High Price 24h: 82.510, Low Price 24h: 60.030, Turnover 24h: 80557392.6726, Volume 24h: 1143419.1100, USD Index Price: 
Symbol: TROYUSDT, Bid 1 Price: 0.004306, Bid 1 Size: 23200, Ask 1 Price: 0.004318, Ask 1 Size: 23200, Last Price: 0.004277, Previous Price 24h: 0.004500, Price Change % 24h: -0.049555, High Price 24h: 0.004500, Low Price 24h: 0.004272, Turnover 24h: 159.5002, Volume 24h: 36400.0000, USD Index Price: 
Symbol: TRUUSDT, Bid 1 Price: 0.09129, Bid 1 Size: 4606, Ask 1 Price: 0.09132, Ask 1 Size: 3560, Last Price: 0.09242, Previous Price 24h: 0.10116, Price Change % 24h: -0.086397, High Price 24h: 0.12534, Low Price 24h: 0.07727, Turnover 24h: 95189354.9084, Volume 24h: 946564785.0000, USD Index Price: 
Symbol: TRXUSDT, Bid 1 Price: 0.16955, Bid 1 Size: 1885, Ask 1 Price: 0.16956, Ask 1 Size: 5805, Last Price: 0.16956, Previous Price 24h: 0.20724, Price Change % 24h: -0.181818, High Price 24h: 0.23660, Low Price 24h: 0.16093, Turnover 24h: 97668725.2787, Volume 24h: 505385620.0000, USD Index Price: 
Symbol: TUSDT, Bid 1 Price: 0.03442, Bid 1 Size: 101750, Ask 1 Price: 0.03443, Ask 1 Size: 8660, Last Price: 0.03443, Previous Price 24h: 0.03095, Price Change % 24h: 0.112439, High Price 24h: 0.03828, Low Price 24h: 0.02454, Turnover 24h: 95650651.2979, Volume 24h: 3089038490.0000, USD Index Price: 
Symbol: TWTUSDT, Bid 1 Price: 1.1244, Bid 1 Size: 386.7, Ask 1 Price: 1.1245, Ask 1 Size: 2152.6, Last Price: 1.1245, Previous Price 24h: 1.1087, Price Change % 24h: 0.01425, High Price 24h: 1.2536, Low Price 24h: 0.8101, Turnover 24h: 94817666.7997, Volume 24h: 90915975.1000, USD Index Price: 
Symbol: UMAUSDT, Bid 1 Price: 3.019, Bid 1 Size: 786.2, Ask 1 Price: 3.083, Ask 1 Size: 71074.3, Last Price: 3.145, Previous Price 24h: 2.975, Price Change % 24h: 0.057142, High Price 24h: 3.338, Low Price 24h: 2.561, Turnover 24h: 51737722.7552, Volume 24h: 17721502.6000, USD Index Price: 
Symbol: UNIUSDT, Bid 1 Price: 10.879, Bid 1 Size: 166.1, Ask 1 Price: 11.106, Ask 1 Size: 13945.8, Last Price: 11.332, Previous Price 24h: 11.838, Price Change % 24h: -0.042743, High Price 24h: 13.035, Low Price 24h: 9.594, Turnover 24h: 74853347.3479, Volume 24h: 6636723.6000, USD Index Price: 
Symbol: USDCUSDT, Bid 1 Price: 0.9415, Bid 1 Size: 210.9, Ask 1 Price: 0.9424, Ask 1 Size: 10.6, Last Price: 0.9415, Previous Price 24h: 0.9491, Price Change % 24h: -0.008007, High Price 24h: 0.9491, Low Price 24h: 0.9415, Turnover 24h: 103.0639, Volume 24h: 109.1000, USD Index Price: 
Symbol: USDEUSDT, Bid 1 Price: 0.8909, Bid 1 Size: 286006, Ask 1 Price: 0.9084, Ask 1 Size: 2572, Last Price: 0.8735, Previous Price 24h: 0.8735, Price Change % 24h: 0, High Price 24h: 0.8735, Low Price 24h: 0.8735, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: USTCUSDT, Bid 1 Price: 0.02543, Bid 1 Size: 180820, Ask 1 Price: 0.02544, Ask 1 Size: 1070, Last Price: 0.02544, Previous Price 24h: 0.02439, Price Change % 24h: 0.04305, High Price 24h: 0.03019, Low Price 24h: 0.01872, Turnover 24h: 60478323.5542, Volume 24h: 2541279680.0000, USD Index Price: 
Symbol: USUALUSDT, Bid 1 Price: , Bid 1 Size: , Ask 1 Price: 0.4610, Ask 1 Size: 4, Last Price: 0.4300, Previous Price 24h: 0.4300, Price Change % 24h: 0, High Price 24h: 0.4300, Low Price 24h: 0.4300, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: UXLINKUSDT, Bid 1 Price: 0.5956, Bid 1 Size: 1321, Ask 1 Price: 0.5957, Ask 1 Size: 796, Last Price: 0.5956, Previous Price 24h: 0.5451, Price Change % 24h: 0.092643, High Price 24h: 0.6835, Low Price 24h: 0.4405, Turnover 24h: 95514539.7753, Volume 24h: 171754927.0000, USD Index Price: 
Symbol: VANRYUSDT, Bid 1 Price: 0.13231, Bid 1 Size: 33580, Ask 1 Price: 0.13234, Ask 1 Size: 1240, Last Price: 0.13351, Previous Price 24h: 0.11180, Price Change % 24h: 0.194186, High Price 24h: 0.15712, Low Price 24h: 0.09393, Turnover 24h: 93081516.9213, Volume 24h: 753360754.0000, USD Index Price: 
Symbol: VELOUSDT, Bid 1 Price: 0.018136, Bid 1 Size: 22780, Ask 1 Price: 0.018137, Ask 1 Size: 22930, Last Price: 0.018136, Previous Price 24h: 0.016310, Price Change % 24h: 0.111955, High Price 24h: 0.019876, Low Price 24h: 0.013054, Turnover 24h: 95302858.7835, Volume 24h: 5768454200.0000, USD Index Price: 
Symbol: VETUSDT, Bid 1 Price: 0.03900, Bid 1 Size: 97681, Ask 1 Price: 0.03901, Ask 1 Size: 12246492, Last Price: 0.03901, Previous Price 24h: 0.04045, Price Change % 24h: -0.035599, High Price 24h: 0.04971, Low Price 24h: 0.03181, Turnover 24h: 97671218.9180, Volume 24h: 2450310524.0000, USD Index Price: 
Symbol: VIDTUSDT, Bid 1 Price: 0.03490, Bid 1 Size: 32280, Ask 1 Price: 0.03491, Ask 1 Size: 10220, Last Price: 0.03490, Previous Price 24h: 0.03450, Price Change % 24h: 0.011594, High Price 24h: 0.04576, Low Price 24h: 0.02788, Turnover 24h: 95807200.3714, Volume 24h: 2693380030.0000, USD Index Price: 
Symbol: VIRTUALUSDT, Bid 1 Price: 0.3442, Bid 1 Size: 114954, Ask 1 Price: 0.3533, Ask 1 Size: 114169, Last Price: 0.3533, Previous Price 24h: 0.3533, Price Change % 24h: 0, High Price 24h: 0.3533, Low Price 24h: 0.3533, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: VOXELUSDT, Bid 1 Price: 0.2172, Bid 1 Size: 1820, Ask 1 Price: 0.2173, Ask 1 Size: 557, Last Price: 0.2173, Previous Price 24h: 0.1982, Price Change % 24h: 0.096367, High Price 24h: 0.2423, Low Price 24h: 0.1521, Turnover 24h: 95857844.7100, Volume 24h: 497314831.0000, USD Index Price: 
Symbol: VRAUSDT, Bid 1 Price: 0.005235, Bid 1 Size: 25900, Ask 1 Price: 0.005307, Ask 1 Size: 85400, Last Price: 0.005235, Previous Price 24h: 0.005866, Price Change % 24h: -0.107569, High Price 24h: 0.006915, Low Price 24h: 0.004085, Turnover 24h: 96080113.4590, Volume 24h: 17878073700.0000, USD Index Price: 
Symbol: VTHOUSDT, Bid 1 Price: 0.002771, Bid 1 Size: 136800, Ask 1 Price: 0.002772, Ask 1 Size: 1413200, Last Price: 0.002772, Previous Price 24h: 0.003168, Price Change % 24h: -0.125, High Price 24h: 0.003341, Low Price 24h: 0.002126, Turnover 24h: 96148381.2055, Volume 24h: 35677225600.0000, USD Index Price: 
Symbol: WAVESUSDT, Bid 1 Price: 1.7980, Bid 1 Size: 168.6, Ask 1 Price: 1.7985, Ask 1 Size: 226.1, Last Price: 1.7980, Previous Price 24h: 1.7565, Price Change % 24h: 0.023626, High Price 24h: 1.9880, Low Price 24h: 1.2785, Turnover 24h: 97229637.1268, Volume 24h: 60256790.0000, USD Index Price: 
Symbol: WAXPUSDT, Bid 1 Price: 0.05029, Bid 1 Size: 5950, Ask 1 Price: 0.05241, Ask 1 Size: 7860, Last Price: 0.05241, Previous Price 24h: 0.05020, Price Change % 24h: 0.044023, High Price 24h: 0.06510, Low Price 24h: 0.04004, Turnover 24h: 96724946.3652, Volume 24h: 1869167120.0000, USD Index Price: 
Symbol: WIFPERP, Bid 1 Price: 3.0514, Bid 1 Size: 662.6, Ask 1 Price: 3.0519, Ask 1 Size: 156.4, Last Price: 2.8192, Previous Price 24h: 3.2835, Price Change % 24h: -0.141403, High Price 24h: 3.8179, Low Price 24h: 2.5131, Turnover 24h: 95878462.8661, Volume 24h: 30588216.6000, USD Index Price: 
Symbol: WIFUSDT, Bid 1 Price: 3.1602, Bid 1 Size: 20469, Ask 1 Price: 3.2202, Ask 1 Size: 143, Last Price: 3.0983, Previous Price 24h: 3.0189, Price Change % 24h: 0.0263, High Price 24h: 3.6886, Low Price 24h: 2.6790, Turnover 24h: 76436702.9003, Volume 24h: 24066953.0000, USD Index Price: 
Symbol: WLDPERP, Bid 1 Price: 2.755, Bid 1 Size: 863.0, Ask 1 Price: 2.757, Ask 1 Size: 124.9, Last Price: 2.665, Previous Price 24h: 2.375, Price Change % 24h: 0.122105, High Price 24h: 2.992, Low Price 24h: 1.924, Turnover 24h: 96340215.2435, Volume 24h: 39884611.1000, USD Index Price: 
Symbol: WOOUSDT, Bid 1 Price: 0.2461, Bid 1 Size: 17326.5, Ask 1 Price: 0.2462, Ask 1 Size: 1846.2, Last Price: 0.2381, Previous Price 24h: 0.2730, Price Change % 24h: -0.127838, High Price 24h: 0.3108, Low Price 24h: 0.2015, Turnover 24h: 96124089.2061, Volume 24h: 384146389.0000, USD Index Price: 
Symbol: WUSDT, Bid 1 Price: 0.3041, Bid 1 Size: 7402.1, Ask 1 Price: 0.3105, Ask 1 Size: 596581.4, Last Price: 0.3168, Previous Price 24h: 0.2721, Price Change % 24h: 0.164277, High Price 24h: 0.3168, Low Price 24h: 0.2499, Turnover 24h: 47050291.4862, Volume 24h: 168240747.8000, USD Index Price: 
Symbol: XAIUSDT, Bid 1 Price: 0.2900, Bid 1 Size: 1363, Ask 1 Price: 0.2978, Ask 1 Size: 1086, Last Price: 0.2900, Previous Price 24h: 0.3559, Price Change % 24h: -0.185164, High Price 24h: 0.3559, Low Price 24h: 0.2490, Turnover 24h: 44532693.4619, Volume 24h: 150537744.0000, USD Index Price: 
Symbol: XCHUSDT, Bid 1 Price: 23.43, Bid 1 Size: 22.80, Ask 1 Price: 23.51, Ask 1 Size: 13.32, Last Price: 23.43, Previous Price 24h: 28.56, Price Change % 24h: -0.179621, High Price 24h: 29.68, Low Price 24h: 19.09, Turnover 24h: 95774439.1157, Volume 24h: 4029201.8400, USD Index Price: 
Symbol: XEMUSDT, Bid 1 Price: 0.02568, Bid 1 Size: 12037, Ask 1 Price: 0.02572, Ask 1 Size: 186168, Last Price: 0.02668, Previous Price 24h: 0.02626, Price Change % 24h: 0.015993, High Price 24h: 0.03506, Low Price 24h: 0.02154, Turnover 24h: 99265598.4231, Volume 24h: 3685040878.0000, USD Index Price: 
Symbol: XLMUSDT, Bid 1 Price: 0.45948, Bid 1 Size: 2317, Ask 1 Price: 0.45950, Ask 1 Size: 1046, Last Price: 0.45518, Previous Price 24h: 0.46864, Price Change % 24h: -0.028721, High Price 24h: 0.58908, Low Price 24h: 0.34947, Turnover 24h: 95496422.6001, Volume 24h: 201816593.0000, USD Index Price: 
Symbol: XMRUSDT, Bid 1 Price: 145.50, Bid 1 Size: 3.25, Ask 1 Price: 145.51, Ask 1 Size: 8.41, Last Price: 145.51, Previous Price 24h: 151.15, Price Change % 24h: -0.037313, High Price 24h: 186.11, Low Price 24h: 124.61, Turnover 24h: 93909511.7239, Volume 24h: 607349.6100, USD Index Price: 
Symbol: XRDUSDT, Bid 1 Price: 0.02555, Bid 1 Size: 166190, Ask 1 Price: 0.02556, Ask 1 Size: 4470, Last Price: 0.02556, Previous Price 24h: 0.02267, Price Change % 24h: 0.127481, High Price 24h: 0.02982, Low Price 24h: 0.01820, Turnover 24h: 96051081.9622, Volume 24h: 4176468330.0000, USD Index Price: 
Symbol: XRPPERP, Bid 1 Price: 1.3831, Bid 1 Size: 317, Ask 1 Price: 1.3836, Ask 1 Size: 327, Last Price: 1.3309, Previous Price 24h: 1.4497, Price Change % 24h: -0.081947, High Price 24h: 1.7213, Low Price 24h: 1.0438, Turnover 24h: 97043264.7468, Volume 24h: 69570427.0000, USD Index Price: 
Symbol: XRPUSDT, Bid 1 Price: 1.3691, Bid 1 Size: 17593, Ask 1 Price: 1.3955, Ask 1 Size: 20459, Last Price: 1.3691, Previous Price 24h: 1.4262, Price Change % 24h: -0.040036, High Price 24h: 1.6394, Low Price 24h: 1.1789, Turnover 24h: 76946368.0196, Volume 24h: 54854175.0000, USD Index Price: 
Symbol: XTZUSDT, Bid 1 Price: 1.1476, Bid 1 Size: 681.6, Ask 1 Price: 1.1935, Ask 1 Size: 359.9, Last Price: 1.1476, Previous Price 24h: 1.2024, Price Change % 24h: -0.045575, High Price 24h: 1.4663, Low Price 24h: 0.9380, Turnover 24h: 94993953.8383, Volume 24h: 78502578.6000, USD Index Price: 
Symbol: XVGUSDT, Bid 1 Price: 0.0068380, Bid 1 Size: 431100, Ask 1 Price: 0.0068385, Ask 1 Size: 61400, Last Price: 0.0065895, Previous Price 24h: 0.0062990, Price Change % 24h: 0.046118, High Price 24h: 0.0079375, Low Price 24h: 0.0050465, Turnover 24h: 95727872.5385, Volume 24h: 14810139800.0000, USD Index Price: 
Symbol: XVSUSDT, Bid 1 Price: 7.5740, Bid 1 Size: 46.6, Ask 1 Price: 7.5750, Ask 1 Size: 442.0, Last Price: 7.8810, Previous Price 24h: 8.8550, Price Change % 24h: -0.109994, High Price 24h: 10.7140, Low Price 24h: 6.7710, Turnover 24h: 95808419.1622, Volume 24h: 11231530.4000, USD Index Price: 
Symbol: YFIUSDT, Bid 1 Price: 7549, Bid 1 Size: 0.5839, Ask 1 Price: 7550, Ask 1 Size: 0.0333, Last Price: 7550, Previous Price 24h: 7488, Price Change % 24h: 0.008279, High Price 24h: 8480, Low Price 24h: 5571, Turnover 24h: 96002017.8564, Volume 24h: 13481.9897, USD Index Price: 
Symbol: YGGUSDT, Bid 1 Price: 0.5432, Bid 1 Size: 791.8, Ask 1 Price: 0.5433, Ask 1 Size: 2470.2, Last Price: 0.5641, Previous Price 24h: 0.6236, Price Change % 24h: -0.095413, High Price 24h: 0.7281, Low Price 24h: 0.4631, Turnover 24h: 96098596.5348, Volume 24h: 158468515.3000, USD Index Price: 
Symbol: ZBCNUSDT, Bid 1 Price: 0.0010457, Bid 1 Size: 4473700, Ask 1 Price: 0.0010463, Ask 1 Size: 422400, Last Price: 0.0010068, Previous Price 24h: 0.0010069, Price Change % 24h: -0.000099, High Price 24h: 0.0012417, Low Price 24h: 0.0008307, Turnover 24h: 94429199.7170, Volume 24h: 90756159200.0000, USD Index Price: 
Symbol: ZENUSDT, Bid 1 Price: 11.879, Bid 1 Size: 406.7, Ask 1 Price: 11.881, Ask 1 Size: 30.0, Last Price: 11.715, Previous Price 24h: 11.886, Price Change % 24h: -0.014386, High Price 24h: 14.413, Low Price 24h: 9.290, Turnover 24h: 95990548.2884, Volume 24h: 8104941.4000, USD Index Price: 
Symbol: ZETAUSDT, Bid 1 Price: 0.6844, Bid 1 Size: 60198, Ask 1 Price: 0.6978, Ask 1 Size: 2460, Last Price: 0.6844, Previous Price 24h: 0.7618, Price Change % 24h: -0.101601, High Price 24h: 0.8427, Low Price 24h: 0.6217, Turnover 24h: 70937425.4815, Volume 24h: 96483511.0000, USD Index Price: 
Symbol: ZEUSUSDT, Bid 1 Price: 0.4832, Bid 1 Size: 666, Ask 1 Price: 0.4839, Ask 1 Size: 2554, Last Price: 0.4839, Previous Price 24h: 0.4797, Price Change % 24h: 0.008755, High Price 24h: 0.5535, Low Price 24h: 0.3396, Turnover 24h: 96921976.6752, Volume 24h: 215170809.0000, USD Index Price: 
Symbol: ZILUSDT, Bid 1 Price: 0.01997, Bid 1 Size: 14410, Ask 1 Price: 0.01998, Ask 1 Size: 55470, Last Price: 0.01998, Previous Price 24h: 0.02482, Price Change % 24h: -0.195004, High Price 24h: 0.02870, Low Price 24h: 0.01867, Turnover 24h: 103413155.5980, Volume 24h: 4371927070.0000, USD Index Price: 
Symbol: ZKJUSDT, Bid 1 Price: 1.3383, Bid 1 Size: 1407.3, Ask 1 Price: 1.3625, Ask 1 Size: 22.7, Last Price: 1.3383, Previous Price 24h: 1.4040, Price Change % 24h: -0.046794, High Price 24h: 1.5810, Low Price 24h: 1.1519, Turnover 24h: 103976852.3961, Volume 24h: 76908170.6000, USD Index Price: 
Symbol: ZKUSDT, Bid 1 Price: 0.16543, Bid 1 Size: 444.3, Ask 1 Price: 0.16544, Ask 1 Size: 2508.3, Last Price: 0.16543, Previous Price 24h: 0.17245, Price Change % 24h: -0.040707, High Price 24h: 0.20138, Low Price 24h: 0.12886, Turnover 24h: 94839219.5641, Volume 24h: 565873412.7000, USD Index Price: 
Symbol: ZRCUSDT, Bid 1 Price: 0.06689, Bid 1 Size: 1485, Ask 1 Price: 0.06720, Ask 1 Size: 1486, Last Price: 0.08847, Previous Price 24h: 0.08847, Price Change % 24h: 0, High Price 24h: 0.08847, Low Price 24h: 0.08847, Turnover 24h: 0.0000, Volume 24h: 0.0000, USD Index Price: 
Symbol: ZROUSDT, Bid 1 Price: 4.1695, Bid 1 Size: 1138.2, Ask 1 Price: 4.1696, Ask 1 Size: 83.1, Last Price: 4.1695, Previous Price 24h: 4.0734, Price Change % 24h: 0.023592, High Price 24h: 5.0887, Low Price 24h: 3.4684, Turnover 24h: 95283550.5549, Volume 24h: 22375601.5000, USD Index Price: 
Symbol: ZRXUSDT, Bid 1 Price: 0.4796, Bid 1 Size: 991, Ask 1 Price: 0.4797, Ask 1 Size: 2755, Last Price: 0.4797, Previous Price 24h: 0.4854, Price Change % 24h: -0.011742, High Price 24h: 0.6028, Low Price 24h: 0.3893, Turnover 24h: 96517531.9620, Volume 24h: 195087501.0000, USD Index Price: 
